harvest_year,plot,sub_plot,fertilizer_code,cultivar,grain,straw
2003,10,*,N4,Hereward,2.7,1.37
2003,11,*,N4PMg,Hereward,3.97,1.42
2003,12,*,N1+3+1(P)K2Mg2,Hereward,7.15,3.32
2003,13,*,N4PK,Hereward,6.57,2.97
2003,14,*,N4PK*(Mg*),Hereward,7,2.88
2003,15,*,N5(P)KMg,Hereward,7.72,3.33
2003,16,*,N6(P)KMg,Hereward,6.94,2.86
2003,17,*,N1+4+1PKMg,Hereward,6.62,2.36
2003,18,*,N1+2+1PKMg,Hereward,5.73,1.96
2003,19,*,N1+1+1KMg,Hereward,5.5,2.16
2003,20,*,N4KMg,Hereward,2.87,1.14
2004,2.1,*,FYM N2,Hereward,6.09,2.62
2004,2.2,*,FYM,Hereward,4.04,2.36
2004,3,*,Nil,Hereward,0.71,0.11
2004,5,*,(P)KMg,Hereward,1.11,0.28
2004,6,*,N1(P)KMg,Hereward,2.84,1.5
2004,7,*,N2(P)KMg,Hereward,4.09,1.32
2004,8,*,N3(P)KMg,Hereward,4.5,1.6
2004,9,*,N4(P)KMg,Hereward,5.78,2.02
2004,10,*,N4,Hereward,2.26,1.14
2004,11,*,N4PMg,Hereward,4.86,1.88
2004,12,*,N1+3+1(P)K2Mg2,Hereward,5.78,3.28
2004,13,*,N4PK,Hereward,5.17,1.93
2004,14,*,N4PK*(Mg*),Hereward,5.17,2.01
2004,15,*,N5(P)KMg,Hereward,3.43,1.38
2004,16,*,N6(P)KMg,Hereward,6.43,2.73
2004,17,*,N1+4+1PKMg,Hereward,6.06,3.44
2004,18,*,N1+2+1PKMg,Hereward,5.27,2.83
2004,19,*,N1+1+1KMg,Hereward,4.03,2.72
2004,20,*,N4KMg,Hereward,1.86,0.48
2005,2.1,*,FYM N2,Hereward,7.51,4.16
2005,2.2,*,FYM,Hereward,4.18,1.81
2005,3,*,Nil,Hereward,1.05,0.23
2005,5,*,(P)KMg,Hereward,1.09,0.16
2005,6,*,N1(P)KMg,Hereward,3.27,0.88
2005,7,*,N2(P)KMg,Hereward,5.12,1.67
2005,8,*,N3(P)KMg,Hereward,5.82,1.69
2005,9,*,N4(P)KMg,Hereward,7.1,2.57
2005,10,*,N4,Hereward,3.05,0.69
2005,11,*,N4PMg,Hereward,4.05,1.07
2005,12,*,N1+3+1(P)K2Mg2,Hereward,7,2.95
2005,13,*,N4PK,Hereward,6.23,1.99
2005,14,*,N4PK*(Mg*),Hereward,7.04,2.85
2005,15,*,N5(P)KMg,Hereward,7.14,2.27
2005,16,*,N6(P)KMg,Hereward,7.41,3.56
2005,17,*,N1+4+1PKMg,Hereward,7.13,3.32
2005,18,*,N1+2+1PKMg,Hereward,6.03,2.85
2005,19,*,N1+1+1KMg,Hereward,5.47,2.55
2005,20,*,N4KMg,Hereward,1.63,0.38
2006,2.1,*,FYM N3,Hereward,7.85,6.24
2006,2.2,*,FYM,Hereward,5.65,4.7
2006,3,*,Nil,Hereward,1.12,0.41
2006,5,*,(P)KMg,Hereward,1.26,0.29
2006,6,*,N1(P)KMg,Hereward,3.19,1.22
2006,7,*,N2(P)KMg,Hereward,5.59,2.59
2006,8,*,N3(P)KMg,Hereward,6.17,2.9
2006,9,*,N4(P)KMg,Hereward,7.31,3.43
2006,10,*,N4,Hereward,3.04,1.22
2006,11,*,N4PMg,Hereward,5.54,2.14
2006,12,*,N1+3+1(P)KMg,Hereward,8.22,4.49
2006,13,*,N4PK,Hereward,7.03,3.57
2006,14,*,N4PK*(Mg*),Hereward,7.52,3.34
2006,15,*,N5(P)KMg,Hereward,7.46,3.77
2006,16,*,N6(P)KMg,Hereward,8.15,4.37
2006,17,*,N1+4+1PKMg,Hereward,7.34,4.06
2006,18,*,N1+2+1PKMg,Hereward,6.69,3.43
2006,19,*,N1+1+1KMg,Hereward,6.32,3.05
2006,20,*,N4KMg,Hereward,1.17,0.46
2007,2.1,*,FYM N3,Hereward,6.21,2.21
2007,2.2,*,FYM,Hereward,3.94,1.93
2007,3,*,Nil,Hereward,0.85,0.16
2007,5,*,(P)KMg,Hereward,1.05,0.23
2007,6,*,N1(P)KMg,Hereward,2.02,0.33
2007,7,*,N2(P)KMg,Hereward,3.22,0.84
2007,8,*,N3(P)KMg,Hereward,3.12,0.81
2007,9,*,N4(P)KMg,Hereward,4.93,1.62
2007,10,*,N4,Hereward,1.11,0.3
2007,11,*,N4PMg,Hereward,2.54,0.56
2007,12,*,N1+3+1(P)KMg,Hereward,4.82,1.38
2007,13,*,N4PK,Hereward,4.29,1.23
2007,14,*,N4PK*(Mg*),Hereward,4.31,0.92
2007,15,*,N5(P)KMg,Hereward,3.91,1.19
2007,16,*,N6(P)KMg,Hereward,5.29,1.6
2007,17,*,N1+4+1PKMg,Hereward,5.16,1.39
2007,18,*,N1+2+1PKMg,Hereward,3.77,1.04
2007,19,*,N1+1+1KMg,Hereward,3.91,1.15
2007,20,*,N4KMg,Hereward,0.41,0.02
2008,2.1,*,FYM N3,Hereward,7.5,4.12
2008,2.2,*,FYM,Hereward,5.02,2.19
2008,3,*,Nil,Hereward,0.03,0.01
2008,5,*,(P)KMg,Hereward,0.68,0.07
2008,6,*,N1(P)KMg,Hereward,3.75,1.63
2008,7,*,N2(P)KMg,Hereward,5.89,2.49
2008,8,*,N3(P)KMg,Hereward,6.46,2.81
2008,9,*,N4(P)KMg,Hereward,7.73,3.88
2008,10,*,N4,Hereward,2.66,1.2
2008,11,*,N4PMg,Hereward,3.39,1.14
2008,12,*,N1+3+1(P)KMg,Hereward,8.41,4.08
2008,13,*,N4PK,Hereward,7.62,3.55
2008,14,*,N4PK*(Mg*),Hereward,7.74,3.16
2008,15,*,N5(P)KMg,Hereward,7.65,3.83
2008,16,*,N6(P)KMg,Hereward,8.29,4.14
2008,17,*,N1+4+1PKMg,Hereward,7.87,3.83
2008,18,*,N1+2+1PKMg,Hereward,7.06,4.07
2008,19,*,N1+1+1KMg,Hereward,6.5,2.74
2008,20,*,N4KMg,Hereward,0.82,0.37
2009,2.1,*,FYM N3,Hereward,7.62,4.34
2009,2.2,*,FYM,Hereward,5.56,4.4
2009,3,*,Nil,Hereward,2.05,0.84
2009,5,*,(P)KMg,Hereward,1.71,0.86
2009,6,*,N1(P)KMg,Hereward,2.67,1.17
2009,7,*,N2(P)KMg,Hereward,3.83,1.81
2009,8,*,N3(P)KMg,Hereward,3.63,1.74
2009,9,*,N4(P)KMg,Hereward,3.86,1.79
2009,10,*,N4,Hereward,1.06,0.62
2009,11,*,N4PMg,Hereward,4.59,1.88
2009,12,*,N1+3+1(P)KMg,Hereward,4.98,2.66
2009,13,*,N4PK,Hereward,3.81,1.66
2009,14,*,N4PK*(Mg*),Hereward,3.66,1.76
2009,15,*,N5(P)KMg,Hereward,4.64,2.64
2009,16,*,N6(P)KMg,Hereward,4.53,2.65
2009,17,*,N1+4+1PKMg,Hereward,4.76,2.94
2009,18,*,N1+2+1PKMg,Hereward,3.62,2.25
2009,19,*,N1+1+1KMg,Hereward,3.27,2.9
2009,20,*,N4KMg,Hereward,0.68,0.36
2010,2.1,*,FYM N3,Hereward,5.89,3.4
2010,2.2,*,FYM,Hereward,3.79,2.15
2010,3,*,Nil,Hereward,1.02,0.33
2010,5,*,(P)KMg,Hereward,1.25,0.34
2010,6,*,N1(P)KMg,Hereward,3.74,1.47
2010,7,*,N2(P)KMg,Hereward,5.85,2.3
2010,8,*,N3(P)KMg,Hereward,6.09,2.54
2010,9,*,N4(P)KMg,Hereward,6.47,2.82
2010,10,*,N4,Hereward,1.67,0.89
2010,11,*,N4PMg,Hereward,4.98,1.94
2010,12,*,N1+3+1(P)KMg,Hereward,7.12,3.61
2010,13,*,N4PK,Hereward,6.23,2.75
2010,14,*,N4PK*(Mg*),Hereward,6.6,3.06
2010,15,*,N5(P)KMg,Hereward,6.55,3.06
2010,16,*,N6(P)KMg,Hereward,6.86,3.29
2010,17,*,N1+4+1PKMg,Hereward,6.6,3.56
2010,18,*,N1+2+1PKMg,Hereward,6.15,3.28
2010,19,*,N1+1+1KMg,Hereward,4.57,2.49
2010,20,*,N4KMg,Hereward,0.66,0.22
2011,2.1,*,FYM N3,Hereward,7.37,3.1
2011,2.2,*,FYM,Hereward,5.89,2.22
2011,3,*,Nil,Hereward,1.11,0.27
2011,5,*,(P)KMg,Hereward,1.8,0.57
2011,6,*,N1(P)KMg,Hereward,2.62,1.03
2011,7,*,N2(P)KMg,Hereward,4.43,1.72
2011,8,*,N3(P)KMg,Hereward,4.12,1.19
2011,9,*,N4(P)KMg,Hereward,4.83,1.74
2011,10,*,N4,Hereward,1.7,0.73
2011,11,*,N4PMg,Hereward,4.33,1.54
2011,12,*,N1+3+1(P)KMg,Hereward,5.44,2.17
2011,13,*,N4PK,Hereward,4.62,1.8
2011,14,*,N4PK*(Mg*),Hereward,5.33,2.04
2011,15,*,N5(P)KMg,Hereward,5.15,2.08
2011,16,*,N6(P)KMg,Hereward,5.3,2.27
2011,17,*,N1+4+1PKMg,Hereward,5.38,2.14
2011,18,*,N1+2+1PKMg,Hereward,4.72,1.94
2011,19,*,N1+1+1KMg,Hereward,3.96,1.93
2011,20,*,N4KMg,Hereward,0.78,0.25
2012,2.1,*,FYM N3,Hereward,6.52,4.3
2012,2.2,*,FYM,Hereward,5.09,4.3
2012,3,*,Nil,Hereward,0.54,0.15
2012,5,*,(P)KMg,Hereward,1.21,0.17
2012,6,*,N1(P)KMg,Hereward,3.32,1.44
2012,7,*,N2(P)KMg,Hereward,5.19,2.31
2012,8,*,N3(P)KMg,Hereward,6.37,3.67
2012,9,*,N4(P)KMg,Hereward,6.36,3.52
2012,10,*,N4,Hereward,1.48,0.75
2012,11,*,N4PMg,Hereward,3.29,1.28
2012,12,*,N1+3+1(P)KMg,Hereward,6.49,4.02
2012,13,*,N4PK,Hereward,6.12,3.03
2012,14,*,N4PK*(Mg*),Hereward,6.15,3.18
2012,15,*,N5(P)KMg,Hereward,7.12,4.56
2012,16,*,N6(P)KMg,Hereward,7.06,4.41
2012,17,*,N1+4+1PKMg,Hereward,6.76,4.62
2012,18,*,N1+2+1PKMg,Hereward,6.62,4
2012,19,*,N1+1+1KMg,Hereward,5.66,3.23
2012,20,*,N4KMg,Hereward,0.14, 
2013,2.1,*,FYM N3,Crusoe,5.95,2.65
2013,2.2,*,FYM,Crusoe,4.84,1.69
2013,3,*,Nil,Crusoe,1.6,0.34
2013,5,*,(P)KMg,Crusoe,1.95,0.48
2013,6,*,N1(P)KMg,Crusoe,3.58,1.12
2013,7,*,N2(P)KMg,Crusoe,5.23,1.77
2013,8,*,N3(P)KMg,Crusoe,5.95,2.59
2013,9,*,N4(P)KMg,Crusoe,6.08,2.54
2013,10,*,N4,Crusoe,2.88,0.58
2013,11,*,N4PMg,Crusoe,4.35,1.39
2013,12,*,N1+3+1(P)KMg,Crusoe,5.87,2.06
2013,13,*,N4PK,Crusoe,5.84,1.85
2013,14,*,N4PK*(Mg*),Crusoe,6.56,2.15
2013,15,*,N5(P)KMg,Crusoe,6.76,2.98
2013,16,*,N6(P)KMg,Crusoe,6.56,2.19
2013,17,*,N1+4+1PKMg,Crusoe,6.72,3.2
2013,18,*,N1+2+1PKMg,Crusoe,6.58,2.84
2013,19,*,N1+1+1KMg,Crusoe,4.94,2.13
2013,20,*,N4KMg,Crusoe,1.07,0.13
2014,2.1,*,FYM N3,Crusoe,7.05,4.97
2014,2.2,*,FYM,Crusoe,4.2,3.15
2014,3,*,Nil,Crusoe,1.37,0.7
2014,5,*,(P)KMg,Crusoe,1.47,0.62
2014,6,*,N1(P)KMg,Crusoe,3.29,1.9
2014,7,*,N2(P)KMg,Crusoe,4.71,2.57
2014,8,*,N3(P)KMg,Crusoe,5.91,3.27
2014,9,*,N4(P)KMg,Crusoe,7.51,4.27
2014,10,*,N4,Crusoe,2.34,1.63
2014,11,*,N4PMg,Crusoe,6.08,3.59
2014,12,*,N1+3+1(P)KMg,Crusoe,8.35,5.26
2014,13,*,N4PK,Crusoe,7.63,4.05
2014,14,*,N4PK*(Mg*),Crusoe,5.48,3.2
2014,15,*,N5(P)KMg,Crusoe,8.12,4.66
2014,16,*,N6(P)KMg,Crusoe,7.65,4.88
2014,17,*,N1+4+1PKMg,Crusoe,8.19,4.6
2014,18,*,N1+2+1PKMg,Crusoe,6.02,3.86
2014,19,*,N1+1+1KMg,Crusoe,5.33,3.62
2014,20,*,N4KMg,Crusoe,1.02,0.97
2015,2.1,*,FYM N3,Mulika,6.75,4.22
2015,2.2,*,FYM,Mulika,6.55,3.11
2015,3,*,Nil,Mulika,1.45,0.69
2015,5,*,(P)KMg,Mulika,1.58,0.6
2015,6,*,N1(P)KMg,Mulika,3.47,1.56
2015,7,*,N2(P)KMg,Mulika,5.08,2.5
2015,8,*,N3(P)KMg,Mulika,6.05,3.33
2015,9,*,N4(P)KMg,Mulika,6.34,3.53
2015,10,*,N4,Mulika,4.11,1.38
2015,11,*,N4PMg,Mulika,4.9,1.82
2015,12,*,N1+3+1(P)KMg,Mulika,6.59,3.4
2015,13,*,N4PK,Mulika,5.41,3.36
2015,14,*,N4PK*(Mg*),Mulika,7.01,2.91
2015,15,*,N5(P)KMg,Mulika,5.81,2.76
2015,16,*,N6(P)KMg,Mulika,5.45,2.93
2015,17,*,N1+4+1PKMg,Mulika,6.63,3.29
2015,18,*,N1+2+1PKMg,Mulika,6.79,3.67
2015,19,*,N1+1+1KMg,Mulika,5.91,2.7
2015,20,*,N4KMg,Mulika,1.24,0.54
2016,2.1,*,FYM N3,Crusoe,8.91,4.75
2016,2.2,*,FYM,Crusoe,3.89,2.25
2016,3,*,Nil,Crusoe,0.9,0.18
2016,5,*,(P)KMg,Crusoe,0.97,0.17
2016,6,*,N1(P)KMg,Crusoe,2.85,1.33
2016,7,*,N2(P)KMg,Crusoe,4.55,2.29
2016,8,*,N3(P)KMg,Crusoe,5.66,2.52
2016,9,*,N4(P)KMg,Crusoe,7.1,3.4
2016,10,*,N4,Crusoe,1.43,0.68
2016,11,*,N4PMg,Crusoe,5.71,2.56
2016,12,*,N1+3+1(P)KMg,Crusoe,8.79,4.3
2016,13,*,N4PK,Crusoe,7.73,3.5
2016,14,*,N4PK*(Mg*),Crusoe,4.9,2.27
2016,15,*,N5(P)KMg,Crusoe,7.79,3.51
2016,16,*,N6(P)KMg,Crusoe,7.55,3.36
2016,17,*,N1+4+1PKMg,Crusoe,8.25,3.81
2016,18,*,N1+2+1PKMg,Crusoe,7.48,3.1
2016,19,*,N1+1+1KMg,Crusoe,6.07,2.94
2016,20,*,N4KMg,Crusoe,0.74,0.35
2017,2.1,*,FYM N3,Crusoe,4.61,2.98
2017,2.2,*,FYM,Crusoe,4.63,2.63
2017,3,*,Nil,Crusoe,0.68,0.5
2017,5,*,(P)KMg,Crusoe,0.97,0.54
2017,6,*,N1(P)KMg,Crusoe,2.13,0.96
2017,7,*,N2(P)KMg,Crusoe,2.57,1.43
2017,8,*,N3(P)KMg,Crusoe,2.98,1.45
2017,9,*,N4(P)KMg,Crusoe,2.69,1.3
2017,10,*,N4,Crusoe,1.36,1.01
2017,11,*,N4PMg,Crusoe,2.37,1.52
2017,12,*,N1+3+1(P)KMg,Crusoe,3.73,2.4
2017,13,*,N4PK,Crusoe,2.49,1.36
2017,14,*,N4PK*(Mg*),Crusoe,4.15,2.03
2017,15,*,N5(P)KMg,Crusoe,3.6,2.33
2017,16,*,N6(P)KMg,Crusoe,4.16,2.98
2017,17,*,N1+4+1PKMg,Crusoe,4.42,2.61
2017,18,*,N1+2+1PKMg,Crusoe,3.51,2.07
2017,19,*,N1+1+1KMg,Crusoe,3.09,1.94
2017,20,*,N4KMg,Crusoe,0.37,0.41
2018,2.1,*,FYM N3,Crusoe,8.26,5.46
2018,2.2,*,FYM,Crusoe,6.89,2.68
2018,3,*,Nil,Crusoe,0.52,0.2
2018,5,*,(P)KMg,Crusoe,0.85,0.14
2018,6,*,N1(P)KMg,Crusoe,2.17,0.87
2018,7,*,N2(P)KMg,Crusoe,4.85,1.44
2018,8,*,N3(P)KMg,Crusoe,5.2,1.82
2018,9,*,N4(P)KMg,Crusoe,5.93,2.54
2018,10,*,N4,Crusoe,1.21,0.64
2018,11,*,N4(P*)Mg,Crusoe,5.88,2.15
2018,12,*,N1+3+1(P)KMg,Crusoe,6.83,2.24
2018,13,*,N4(P*)K,Crusoe,6.17,2.16
2018,14,*,N4(P*)K*(Mg*),Crusoe,5.15,1.95
2018,15,*,N5(P)KMg,Crusoe,6.4,2.41
2018,16,*,N6(P)KMg,Crusoe,6.47,2.87
2018,17,*,N1+4+1PKMg,Crusoe,6.23,2.66
2018,18,*,N1+2+1PKMg,Crusoe,5.46,1.83
2018,19,*,N1+1+1KMg,Crusoe,3.61,1.58
2018,20,*,N4KMg,Crusoe,0.58,0.22
1928,2.1,*,FYM,Red Standard,3.57,6.72
1929,2.1,*,FYM,Squarehead's Master,1.89,4
1930,2.1,*,FYM,Red Standard,1.28,3.4
1931,2.1,*,FYM,Red Standard,1.2,4.65
1933,2.1,*,FYM,Red Standard,3.3,8.02
1934,2.1,*,FYM,Red Standard,3.47,7.57
1935,2.1,*,FYM,Red Standard,2,6.81
1936,2.1,*,FYM,Red Standard,0.88,4.75
1938,2.1,*,FYM,Red Standard,5.42,7.73
1939,2.1,*,FYM,Red Standard,2.32,5.03
1940,2.1,*,FYM,Squarehead's Master,3.47,5.3
1941,2.1,*,FYM,Squarehead's Master,1.19,3.19
1943,2.1,*,FYM,Squarehead's Master,3.58,7.84
1944,2.1,*,FYM,Red Standard,2.85,6.09
1945,2.1,*,FYM,Red Standard,2.9,5.44
1946,2.1,*,FYM,Squarehead's Master,2.24,5.66
1948,2.1,*,FYM,Squarehead's Master,4.06,7.79
1949,2.1,*,FYM,Squarehead's Master,3.29,6.61
1950,2.1,*,FYM,Squarehead's Master,2.86,6.82
1951,2.1,*,FYM,Squarehead's Master,2.38,3.73
1953,2.1,*,FYM,Squarehead's Master,3.68,7.57
1954,2.1,*,FYM,Squarehead's Master,2.85,6.15
1955,2.1,*,FYM,Squarehead's Master,3.25,5.07
1956,2.1,*,FYM,Squarehead's Master,2.84,5.52
1958,2.1,*,FYM,Squarehead's Master,2.94,5.35
1959,2.1,*,FYM,Squarehead's Master,3.16,2.67
1960,2.1,*,FYM,Squarehead's Master,2.92,4.38
1961,2.1,*,FYM,Squarehead's Master,2.24,2.85
1963,2.1,*,FYM,Squarehead's Master,3.44,5.76
1964,2.1,*,FYM,Squarehead's Master,3.81,4.17
1965,2.1,*,FYM,Squarehead's Master,3.45,4.31
1966,2.1,*,FYM,Squarehead's Master,3.76,3.72
1928,2.2,*,FYM,Red Standard,3.55,7.11
1929,2.2,*,FYM,Squarehead's Master,2.38,5.24
1930,2.2,*,FYM,Red Standard,1.52,3.51
1931,2.2,*,FYM,Red Standard,1.17,5.43
1933,2.2,*,FYM,Red Standard,2.58,8.01
1934,2.2,*,FYM,Red Standard,2.93,7.76
1935,2.2,*,FYM,Red Standard,1.87,7.88
1936,2.2,*,FYM,Red Standard,1.25,5.1
1938,2.2,*,FYM,Red Standard,5.6,8.05
1939,2.2,*,FYM,Red Standard,2.95,6.48
1940,2.2,*,FYM,Squarehead's Master,4.05,5.84
1941,2.2,*,FYM,Squarehead's Master,1.15,3.23
1943,2.2,*,FYM,Squarehead's Master,3.73,8.27
1944,2.2,*,FYM,Red Standard,3.45,6.47
1945,2.2,*,FYM,Red Standard,3.14,5.83
1946,2.2,*,FYM,Squarehead's Master,2.79,6.1
1948,2.2,*,FYM,Squarehead's Master,4.52,8.65
1949,2.2,*,FYM,Squarehead's Master,3.62,7.1
1950,2.2,*,FYM,Squarehead's Master,3.05,7.49
1951,2.2,*,FYM,Squarehead's Master,2.64,4.19
1953,2.2,*,FYM,Squarehead's Master,3.11,7.28
1954,2.2,*,FYM,Squarehead's Master,3.07,6.74
1955,2.2,*,FYM,Squarehead's Master,2.68,5.71
1956,2.2,*,FYM,Squarehead's Master,2.53,4.86
1958,2.2,*,FYM,Squarehead's Master,3.03,6.83
1959,2.2,*,FYM,Squarehead's Master,3.48,3.08
1960,2.2,*,FYM,Squarehead's Master,2.66,4.75
1961,2.2,*,FYM,Squarehead's Master,2.74,3.66
1963,2.2,*,FYM,Squarehead's Master,3.39,5.87
1964,2.2,*,FYM,Squarehead's Master,3.16,4.29
1965,2.2,*,FYM,Squarehead's Master,3.34,5.3
1966,2.2,*,FYM,Squarehead's Master,4.25,4.12
1928,3,*,Nil,Red Standard,1.91,3.07
1929,3,*,Nil,Squarehead's Master,0.7,1.37
1930,3,*,Nil,Red Standard,0.57,0.71
1931,3,*,Nil,Red Standard,0.53,1.31
1933,3,*,Nil,Red Standard,2.5,3.63
1934,3,*,Nil,Red Standard,1.32,1.74
1935,3,*,Nil,Red Standard,0.39,1.19
1936,3,*,Nil,Red Standard,0.78,2.37
1938,3,*,Nil,Red Standard,2.83,3.21
1939,3,*,Nil,Red Standard,0.96,2.13
1940,3,*,Nil,Squarehead's Master,1.58,2.1
1941,3,*,Nil,Squarehead's Master,0.59,0.98
1943,3,*,Nil,Squarehead's Master,3.13,4.76
1944,3,*,Nil,Red Standard,1.04,1.51
1945,3,*,Nil,Red Standard,0.81,1.36
1946,3,*,Nil,Squarehead's Master,0.92,1.99
1948,3,*,Nil,Squarehead's Master,2.18,4
1949,3,*,Nil,Squarehead's Master,1.3,1.94
1950,3,*,Nil,Squarehead's Master,0.9,1.63
1951,3,*,Nil,Squarehead's Master,1.02,1.39
1953,3,*,Nil,Squarehead's Master,2.07,4.41
1954,3,*,Nil,Squarehead's Master,0.98,2.11
1955,3,*,Nil,Squarehead's Master,1.4,2.25
1956,3,*,Nil,Squarehead's Master,1.09,1.64
1958,3,*,Nil,Squarehead's Master,2.57,2.91
1959,3,*,Nil,Squarehead's Master,1.49,1.09
1960,3,*,Nil,Squarehead's Master,1.27,1.66
1961,3,*,Nil,Squarehead's Master,1.6,1.32
1963,3,*,Nil,Squarehead's Master,1.43,2.55
1964,3,*,Nil,Squarehead's Master,1.62,1.59
1965,3,*,Nil,Squarehead's Master,1.03,1.59
1966,3,*,Nil,Squarehead's Master,1.47,1.32
1928,5,*,PKNaMg,Red Standard,2.39,3.79
1929,5,*,PKNaMg,Squarehead's Master,0.68,1.15
1930,5,*,PKNaMg,Red Standard,0.54,1.09
1931,5,*,PKNaMg,Red Standard,0.68,1.78
1933,5,*,PKNaMg,Red Standard,2.38,4.14
1934,5,*,PKNaMg,Red Standard,1.22,1.65
1935,5,*,PKNaMg,Red Standard,0.59,2
1936,5,*,PKNaMg,Red Standard,0.77,3.66
1938,5,*,PKNaMg,Red Standard,3.78,4.69
1939,5,*,PKNaMg,Red Standard,1.24,3.13
1940,5,*,PKNaMg,Squarehead's Master,1.81,2.24
1941,5,*,PKNaMg,Squarehead's Master,0.75,1.26
1943,5,*,PKNaMg,Squarehead's Master,3.13,5.44
1944,5,*,PKNaMg,Red Standard,1.12,1.48
1945,5,*,PKNaMg,Red Standard,1.24,1.67
1946,5,*,PKNaMg,Squarehead's Master,1.26,3.05
1948,5,*,PKNaMg,Squarehead's Master,2.63,4.8
1949,5,*,PKNaMg,Squarehead's Master,0.92,1.87
1950,5,*,PKNaMg,Squarehead's Master,1.02,2.93
1951,5,*,PKNaMg,Squarehead's Master,1.31,2.37
1953,5,*,PKNaMg,Squarehead's Master,1.45,4.09
1954,5,*,PKNaMg,Squarehead's Master,1.82,4.49
1955,5,*,PKNaMg,Squarehead's Master,1.59,3.2
1956,5,*,PKNaMg,Squarehead's Master,1.65,2.56
1958,5,*,PKNaMg,Squarehead's Master,1.77,2.56
1959,5,*,PKNaMg,Squarehead's Master,2.22,2.23
1960,5,*,PKNaMg,Squarehead's Master,1.44,2.4
1961,5,*,PKNaMg,Squarehead's Master,1.76,2.27
1963,5,*,PKNaMg,Squarehead's Master,1.78,3.77
1964,5,*,PKNaMg,Squarehead's Master,2.14,2.35
1965,5,*,PKNaMg,Squarehead's Master,1.17,1.01
1966,5,*,PKNaMg,Squarehead's Master,1.95,1.87
1928,6,*,N1PKNaMg,Red Standard,3.16,5.18
1929,6,*,N1PKNaMg,Squarehead's Master,1.23,2.09
1930,6,*,N1PKNaMg,Red Standard,0.72,1.48
1931,6,*,N1PKNaMg,Red Standard,1,2.8
1933,6,*,N1PKNaMg,Red Standard,2.46,4.7
1934,6,*,N1PKNaMg,Red Standard,2.36,3.78
1935,6,*,N1PKNaMg,Red Standard,0.98,2.68
1936,6,*,N1PKNaMg,Red Standard,1.04,3.36
1938,6,*,N1PKNaMg,Red Standard,4.12,5.12
1939,6,*,N1PKNaMg,Red Standard,1.74,4.25
1940,6,*,N1PKNaMg,Squarehead's Master,2.23,2.97
1941,6,*,N1PKNaMg,Squarehead's Master,0.96,1.76
1943,6,*,N1PKNaMg,Squarehead's Master,3.14,5.81
1944,6,*,N1PKNaMg,Red Standard,1.46,2.34
1945,6,*,N1PKNaMg,Red Standard,1.43,2.44
1946,6,*,N1PKNaMg,Squarehead's Master,1.1,3.37
1948,6,*,N1PKNaMg,Squarehead's Master,2.71,5.27
1949,6,*,N1PKNaMg,Squarehead's Master,1.54,2.76
1950,6,*,N1PKNaMg,Squarehead's Master,1.12,3.38
1951,6,*,N1PKNaMg,Squarehead's Master,1.53,2.88
1953,6,*,N1PKNaMg,Squarehead's Master,2.24,5.84
1954,6,*,N1PKNaMg,Squarehead's Master,2.06,4.83
1955,6,*,N1PKNaMg,Squarehead's Master,2.06,3.42
1956,6,*,N1PKNaMg,Squarehead's Master,1.98,2.81
1958,6,*,N1PKNaMg,Squarehead's Master,2.37,4.28
1959,6,*,N1PKNaMg,Squarehead's Master,2.42,2.51
1960,6,*,N1PKNaMg,Squarehead's Master,1.66,2.59
1961,6,*,N1PKNaMg,Squarehead's Master,2.05,2.46
1963,6,*,N1PKNaMg,Squarehead's Master,1.86,3.69
1964,6,*,N1PKNaMg,Squarehead's Master,2.61,2.95
1965,6,*,N1PKNaMg,Squarehead's Master,1.85,2.5
1966,6,*,N1PKNaMg,Squarehead's Master,2.83,2.84
1928,7,*,N2PKNaMg,Red Standard,4.62,7.26
1929,7,*,N2PKNaMg,Squarehead's Master,1.63,3.77
1930,7,*,N2PKNaMg,Red Standard,1.18,2.68
1931,7,*,N2PKNaMg,Red Standard,1.17,4.23
1933,7,*,N2PKNaMg,Red Standard,2.57,5.82
1934,7,*,N2PKNaMg,Red Standard,3.58,6.06
1935,7,*,N2PKNaMg,Red Standard,2.02,4.09
1936,7,*,N2PKNaMg,Red Standard,1.22,3.35
1938,7,*,N2PKNaMg,Red Standard,4.28,5.59
1939,7,*,N2PKNaMg,Red Standard,2.42,5.45
1940,7,*,N2PKNaMg,Squarehead's Master,3.07,4.73
1941,7,*,N2PKNaMg,Squarehead's Master,1.41,2.79
1943,7,*,N2PKNaMg,Squarehead's Master,3.58,6.83
1944,7,*,N2PKNaMg,Red Standard,2.42,4.63
1945,7,*,N2PKNaMg,Red Standard,2.03,3.7
1946,7,*,N2PKNaMg,Squarehead's Master,1.8,4.57
1948,7,*,N2PKNaMg,Squarehead's Master,3.28,6.01
1949,7,*,N2PKNaMg,Squarehead's Master,2.27,3.76
1950,7,*,N2PKNaMg,Squarehead's Master,2.13,4.04
1951,7,*,N2PKNaMg,Squarehead's Master,1.77,3.61
1953,7,*,N2PKNaMg,Squarehead's Master,2.05,5.89
1954,7,*,N2PKNaMg,Squarehead's Master,2.7,5.53
1955,7,*,N2PKNaMg,Squarehead's Master,2.45,4.37
1956,7,*,N2PKNaMg,Squarehead's Master,2.26,3.7
1958,7,*,N2PKNaMg,Squarehead's Master,2.74,4.52
1959,7,*,N2PKNaMg,Squarehead's Master,3.23,3.4
