harvest_year,plot,sub_plot,fertilizer_code,cultivar,grain,straw
1977,10,*,N2,Cappelle Desprez,3.63,2.05
1977,11,*,N2P,Cappelle Desprez,2.19,2.03
1977,12,*,N2PK,Cappelle Desprez,3.75,2.64
1977,13,*,N2PK,Cappelle Desprez,4.44,4.48
1977,14,*,N2PKMg*,Cappelle Desprez,4.42,4.57
1977,15,*,N3PK(Na)Mg,Cappelle Desprez,4.89,4.04
1977,16,*,N2PK(Na)Mg,Cappelle Desprez,4.27,4.27
1977,17,*,N2 1/2[PK(Na)Mg],Cappelle Desprez,4.35,4.47
1977,18,*,N2 1/2[PK(Na)Mg],Cappelle Desprez,4.62,4.14
1977,19,*,C,Cappelle Desprez,4.03,2.77
1977,20,*,N2K(Na)Mg,Cappelle Desprez,4.87,3.02
1978,2.1,*,FYM N2,Cappelle Desprez,7.06,8
1978,2.2,*,FYM,Cappelle Desprez,6.83,6.37
1978,3,*,Nil,Cappelle Desprez,1.6,1.54
1978,5,*,PK(Na)Mg,Cappelle Desprez,1.66,1.77
1978,6,*,N1PK(Na)Mg,Cappelle Desprez,2.92,2.17
1978,7,*,N2PK(Na)Mg,Cappelle Desprez,5.13,3.46
1978,8,*,N3PK(Na)Mg,Cappelle Desprez,5.65,4.22
1978,9,*,N4PK(Na)Mg,Cappelle Desprez,5.89,4.26
1978,10,*,N2,Cappelle Desprez,2.64,1.71
1978,11,*,N2P,Cappelle Desprez,4.09,2.77
1978,12,*,N2PK,Cappelle Desprez,4.54,3.25
1978,13,*,N2PK,Cappelle Desprez,5.39,4.01
1978,14,*,N2PKMg*,Cappelle Desprez,5.65,3.65
1978,15,*,N3PK(Na)Mg,Cappelle Desprez,5.92,4.18
1978,16,*,N2PK(Na)Mg,Cappelle Desprez,5.26,3.71
1978,17,*,N2 1/2[PK(Na)Mg],Cappelle Desprez,5.08,3.49
1978,18,*,N2 1/2[PK(Na)Mg],Cappelle Desprez,5.05,3.48
1978,19,*,C,Cappelle Desprez,4.01,2.68
1978,20,*,N2K(Na)Mg,Cappelle Desprez,2.81,1.97
1979,2.1,*,FYM N2,Flanders,7.31,5.2
1979,2.2,*,FYM,Flanders,5.76,3.86
1979,3,*,Nil,Flanders,1.15,0.6
1979,5,*,PK(Na)Mg,Flanders,1.03,0.53
1979,6,*,N1PK(Na)Mg,Flanders,3.67,1.74
1979,7,*,N2PK(Na)Mg,Flanders,5.83,3.4
1979,8,*,N3PK(Na)Mg,Flanders,6.33,3.32
1979,9,*,N4PK(Na)Mg,Flanders,7.02,4.45
1979,10,*,N2,Flanders,2.28,1.19
1979,11,*,N2P,Flanders,3.94,1.61
1979,12,*,N2PK,Flanders,5.14,2.05
1979,13,*,N2PK,Flanders,6.13,3.97
1979,14,*,N2PKMg*,Flanders,6.67,3.76
1979,15,*,N3PK(Na)Mg,Flanders,6.92,3.74
1979,16,*,N2PK(Na)Mg,Flanders,5.84,3.62
1979,17,*,N2 1/2[PK(Na)Mg],Flanders,5.13,3.12
1979,18,*,N2 1/2[PK(Na)Mg],Flanders,5.34,3.24
1979,19,*,C,Flanders,2.88,1.19
1979,20,*,N2K(Na)Mg,Flanders,1.58,0.86
1980,2.1,*,FYM N2,Flanders,8.44,6.22
1980,2.2,*,FYM,Flanders,6.71,5.76
1980,3,*,Nil,Flanders,1.78,1.28
1980,5,*,PK(Na)Mg,Flanders,1.49,1.2
1980,6,*,N1PK(Na)Mg,Flanders,3.74,2.19
1980,7,*,N2PK(Na)Mg,Flanders,6.25,3.73
1980,8,*,N3PK(Na)Mg,Flanders,7.17,4.71
1980,9,*,N4PK(Na)Mg,Flanders,7.56,4.61
1980,10,*,N2,Flanders,3.69,2.08
1980,11,*,N2P,Flanders,4.68,2.62
1980,12,*,N2PK,Flanders,5.35,2.86
1980,13,*,N2PK,Flanders,5.84,3.45
1980,14,*,N2PKMg*,Flanders,6.13,3.69
1980,15,*,N3PK(Na)Mg,Flanders,7.26,4.68
1980,16,*,N2PK(Na)Mg,Flanders,5.69,5.78
1980,17,*,N2 1/2[PK(Na)Mg],Flanders,6.63,4.43
1980,18,*,N2 1/2[PK(Na)Mg],Flanders,6.01,3.57
1980,19,*,C,Flanders,4.64,2
1980,20,*,N2K(Na)Mg,Flanders,4.12,3.08
1981,2.1,*,FYM N2,Flanders,8.57,7.6
1981,2.2,*,FYM,Flanders,7.71,5.96
1981,3,*,Nil,Flanders,1.66,1
1981,5,*,PK(Na)Mg,Flanders,1.62,0.89
1981,6,*,N1PK(Na)Mg,Flanders,4.28,2.83
1981,7,*,N2PK(Na)Mg,Flanders,6.39,3.76
1981,8,*,N3PK(Na)Mg,Flanders,6.36,3.85
1981,9,*,N4PK(Na)Mg,Flanders,6.96,3.96
1981,10,*,N2,Flanders,3.72,2.38
1981,11,*,N2P,Flanders,3.58,1.97
1981,12,*,N2PK,Flanders,4.58,2.84
1981,13,*,N2PK,Flanders,6.2,4.01
1981,14,*,N2PKMg*,Flanders,6.28,4.39
1981,15,*,N3PK(Na)Mg,Flanders,6.71,4.43
1981,16,*,N2PK(Na)Mg,Flanders,5.93,3.74
1981,17,*,N2 1/2[PK(Na)Mg],Flanders,6.5,4.25
1981,18,*,N2 1/2[PK(Na)Mg],Flanders,6.72,4.33
1981,19,*,C,Flanders,4.25,2.76
1981,20,*,N2K(Na)Mg,Flanders,3.07,1.93
1982,2.1,*,FYM N2,Flanders,8.04,5.59
1982,2.2,*,FYM,Flanders,5.59,3.62
1982,3,*,Nil,Flanders,1.23,0.59
1982,5,*,PK(Na)Mg,Flanders,1.1,0.75
1982,6,*,N1PK(Na)Mg,Flanders,3.36,2.35
1982,7,*,N2PK(Na)Mg,Flanders,5.47,3.14
1982,8,*,N3PK(Na)Mg,Flanders,5.76,3.5
1982,9,*,N4PK(Na)Mg,Flanders,6.6,3.97
1982,10,*,N2,Flanders,2.78,2.03
1982,11,*,N2P,Flanders,3.34,2.02
1982,12,*,N2PK,Flanders,4.34,2.25
1982,13,*,N2PK,Flanders,5.15,3.03
1982,14,*,N2PKMg*,Flanders,5.31,3.07
1982,15,*,N3PK(Na)Mg,Flanders,6.22,3.52
1982,16,*,N2PK(Na)Mg,Flanders,5.34,2.87
1982,17,*,N2 1/2[PK(Na)Mg],Flanders,6.44,3.72
1982,18,*,N2 1/2[PK(Na)Mg],Flanders,6.03,2.83
1982,19,*,C,Flanders,3.2,2
1982,20,*,N2K(Na)Mg,Flanders,2.8,1.76
1983,2.1,*,FYM N2,Flanders,7.33,7.45
1983,2.2,*,FYM,Flanders,5.24,3.99
1983,3,*,Nil,Flanders,1.69,0.82
1983,5,*,PK(Na)Mg,Flanders,1.5,0.93
1983,6,*,N1PK(Na)Mg,Flanders,3.52,3.01
1983,7,*,N2PK(Na)Mg,Flanders,5.36,4.86
1983,8,*,N3PK(Na)Mg,Flanders,5.78,4.97
1983,9,*,N4PK(Na)Mg,Flanders,6.37,5.42
1983,10,*,N2,Flanders,3.03,2.3
1983,11,*,N2P,Flanders,3.82,2.07
1983,12,*,N2PK,Flanders,4.67,2.69
1983,13,*,N2PK,Flanders,5.4,4.4
1983,14,*,N2PKMg*,Flanders,5.76,4.48
1983,15,*,N3PK(Na)Mg,Flanders,6.17,4.77
1983,16,*,N2PK(Na)Mg,Flanders,5.34,4.17
1983,17,*,N2 1/2[PK(Na)Mg],Flanders,5.9,4.32
1983,18,*,N2 1/2[PK(Na)Mg],Flanders,6.26,4.98
1983,19,*,C,Flanders,3.56,2
1983,20,*,N2K(Na)Mg,Flanders,2.8,1.65
1984,2.1,*,FYM N2,Flanders,8.66,7.65
1984,2.2,*,FYM,Flanders,6.59,5.22
1984,3,*,Nil,Flanders,2.11,1.46
1984,5,*,PK(Na)Mg,Flanders,1.97,1.52
1984,6,*,N1PK(Na)Mg,Flanders,3.89,2.4
1984,7,*,N2PK(Na)Mg,Flanders,5.92,3.1
1984,8,*,N3PK(Na)Mg,Flanders,6.82,3.54
1984,9,*,N4PK(Na)Mg,Flanders,6.61,3.84
1984,10,*,N2,Flanders,3.58,2.32
1984,11,*,N2P,Flanders,3.86,1.86
1984,12,*,N2PK,Flanders,4.78,1.8
1984,13,*,N2PK,Flanders,5.43,2.6
1984,14,*,N2PKMg*,Flanders,5.56,2.56
1984,15,*,N3PK(Na)Mg,Flanders,6.23,3.23
1984,16,*,N2PK(Na)Mg,Flanders,5.44,2.79
1984,17,*,N2 1/2[PK(Na)Mg],Flanders,6.76,4.05
1984,18,*,N2 1/2[PK(Na)Mg],Flanders,6.13,3.09
1984,19,*,C,Flanders,4,3.34
1984,20,*,N2K(Na)Mg,Flanders,4.03,2.45
1985,2.1,*,FYM N2,Brimstone,8.64,6.25
1985,2.2,*,FYM,Brimstone,7.58,4.79
1985,3,*,Nil,Brimstone,1.77,0.84
1985,5,*,PKMg,Brimstone,1.54,0.84
1985,6,*,N1PKMg,Brimstone,4.57,3.15
1985,7,*,N2PKMg,Brimstone,7.54,3.57
1985,8,*,N3PKMg,Brimstone,8.12,4.27
1985,9,*,N4PKMg,Brimstone,8.21,4.78
1985,10,*,N2,Brimstone,3.46,2.98
1985,11,*,N2P,Brimstone,5.76,2.25
1985,12,*,N2PK,Brimstone,5.65,2.31
1985,13,*,N2PK,Brimstone,6.81,3.39
1985,14,*,N2PKMg*,Brimstone,6.87,3.42
1985,15,*,N5PKMg,Brimstone,8.34,5.41
1985,16,*,N6PKMg,Brimstone,8.23,5.59
1985,17,*,N0+3 1/2[PKMg](A),Brimstone,8.06,4.45
1985,18,*,N1+3 1/2[PKMg](A),Brimstone,8.1,4.6
1985,19,*,(C),Brimstone,3.5,2.1
1985,20,*,N2KMg,Brimstone,3.05,1.6
1986,2.1,*,FYM N2,Brimstone,6.15,3.67
1986,2.2,*,FYM,Brimstone,4.68,3.03
1986,3,*,Nil,Brimstone,1.12,0.41
1986,5,*,PKMg,Brimstone,1.45,0.75
1986,6,*,N1PKMg,Brimstone,2.7,1.78
1986,7,*,N2PKMg,Brimstone,4.74,2.2
1986,8,*,N3PKMg,Brimstone,5.2,2.35
1986,9,*,N4PKMg,Brimstone,4.37,2.09
1986,10,*,N2,Brimstone,0.41,0.27
1986,11,*,N2P,Brimstone,4.09,1.52
1986,12,*,N2PK,Brimstone,4.23,1.79
1986,13,*,N2PK,Brimstone,5.1,2.36
1986,14,*,N2PKMg*,Brimstone,5.02,2.15
1986,15,*,N5PKMg,Brimstone,5.37,2.56
1986,16,*,N6PKMg,Brimstone,4.86,2.22
1986,17,*,N0+3 1/2[PKMg](A),Brimstone,5.09,2.13
1986,18,*,N1+3 1/2[PKMg](A),Brimstone,4.32,1.71
1986,19,*,(C),Brimstone,2.29,1.36
1986,20,*,N2KMg,Brimstone,0.68,0.13
1987,2.1,*,FYM N2,B & SHM*,8.54,6.21
1987,2.2,*,FYM,B & SHM*,6.67,4.96
1987,3,*,Nil,B & SHM*,1.47, 
1987,5,*,PKMg,B & SHM*,1.41,0.97
1987,6,*,N1PKMg,B & SHM*,3.21,2.5
1987,7,*,N2PKMg,B & SHM*,5.32,2.8
1987,8,*,N3PKMg,B & SHM*,5.94, 
1987,9,*,N4PKMg,B & SHM*,6.18,4
1987,10,*,N2,B & SHM*,3.18,3.33
1987,11,*,N2P,B & SHM*,4.69,1.93
1987,12,*,N2PK,B & SHM*,4.39,1.94
1987,13,*,N2PK,B & SHM*,5.24,2.81
1987,14,*,N2PKMg*,B & SHM*,5.22,2.71
1987,15,*,N5PKMg,B & SHM*,6.84,3.76
1987,16,*,N6PKMg,B & SHM*,7.54,4.59
1987,17,*,N0+3 1/2[PKMg](A),B & SHM*,6.91,3.57
1987,18,*,N1+3 1/2[PKMg](A),B & SHM*,7.1,4.42
1987,19,*,(C),B & SHM*,3.68,3.32
1987,20,*,N2KMg,B & SHM*,1.64,1.33
1988,2.1,*,FYM N2,B & SHM*,8.01,5.84
1988,2.2,*,FYM,B & SHM*,4.1,3.56
1988,3,*,Nil,B & SHM*,0.68,0.4
1988,5,*,PKMg,B & SHM*,0.86,0.48
1988,6,*,N1PKMg,B & SHM*,2.88,2.73
1988,7,*,N2PKMg,B & SHM*,4.1,3.43
1988,8,*,N3PKMg,B & SHM*,5.6,3.48
1988,9,*,N4PKMg,B & SHM*,6.53,5.05
1988,10,*,N2,B & SHM*,2.46,1.85
1988,11,*,N2P,B & SHM*,2.62,2.13
1988,12,*,N2PK,B & SHM*,3.55,1.68
1988,13,*,N2PK,B & SHM*,4.87,3.09
1988,14,*,N2PKMg*,B & SHM*,5.9,3.2
1988,15,*,N5PKMg,B & SHM*,6.6,4.67
1988,16,*,N6PKMg,B & SHM*,6.71,5.06
1988,17,*,N0+3 1/2[PKMg](A),B & SHM*,7.03,4.11
1988,18,*,N1+3 1/2[PKMg](A),B & SHM*,6.63,4.11
1988,19,*,(C),B & SHM*,2.18,2.24
1988,20,*,N2KMg,B & SHM*,1.32,1.09
1989,2.1,*,FYM N2,B & SHM*,7.54,2.9
1989,2.2,*,FYM,B & SHM*,5.9,2.31
1989,3,*,Nil,B & SHM*,0.9,0.3
1989,5,*,PKMg,B & SHM*,1.12,0.3
1989,6,*,N1PKMg,B & SHM*,2.34,0.8
1989,7,*,N2PKMg,B & SHM*,4.4,1
1989,8,*,N3PKMg,B & SHM*,4.06,0.94
1989,9,*,N4PKMg,B & SHM*,4.55,1.46
1989,10,*,N2,B & SHM*,2.48,1.1
1989,11,*,N2P,B & SHM*,2.58,0.92
1989,12,*,N2PK,B & SHM*,3.1,0.84
1989,13,*,N2PK,B & SHM*,4.67,0.93
1989,14,*,N2PKMg*,B & SHM*,4.65,1.02
1989,15,*,N5PKMg,B & SHM*,5.85,1.3
1989,16,*,N6PKMg,B & SHM*,4.63,1.11
1989,17,*,N0+3 1/2[PKMg](A),B & SHM*,3.32,0.55
1989,18,*,N1+3 1/2[PKMg](A),B & SHM*,3.69,1.08
1989,19,*,(C),B & SHM*,1.92,0.71
1989,20,*,N2KMg,B & SHM*,2.42,0.74
1990,2.1,*,FYM N2,B & SHM*,7.22,4.65
1990,2.2,*,FYM,B & SHM*,5.64,2.66
1990,3,*,Nil,B & SHM*,1.12,0.39
1990,5,*,PKMg,B & SHM*,1.41,0.39
1990,6,*,N1PKMg,B & SHM*,3.26,1.24
1990,7,*,N2PKMg,B & SHM*,5.45,2.53
1990,8,*,N3PKMg,B & SHM*,6.74,2.68
1990,9,*,N4PKMg,B & SHM*,6.74,2.75
1990,10,*,N2,B & SHM*,4.73,1.82
1990,11,*,N2P,B & SHM*,4.87,1.82
1990,12,*,N2PK,B & SHM*,6.81,2.52
1990,13,*,N2PK,B & SHM*,6.55,1.79
1990,14,*,N2PKMg*,B & SHM*,6.76,2.2
1990,15,*,N5PKMg,B & SHM*,7.6,2.83
1990,16,*,N6PKMg,B & SHM*,7.03,2.75
1990,17,*,N0+3 1/2[PKMg](A),B & SHM*,7.59,2.18
1990,18,*,N1+3 1/2[PKMg](A),B & SHM*,7.33,2.3
1990,19,*,(C),B & SHM*,2.58,0.57
1990,20,*,N2KMg,B & SHM*,3.82,1.22
1991,2.1,*,FYM N2,Apollo,8.98,8.67
1991,2.2,*,FYM,Apollo,5.98,4.58
1991,3,*,Nil,Apollo,1.25,1.06
1991,5,*,PKMg,Apollo,1.29,0.92
1991,6,*,N1PKMg,Apollo,3.39,3.01
1991,7,*,N2PKMg,Apollo,6.29,4.75
1991,8,*,N3PKMg,Apollo,7.8,5.56
1991,9,*,N4PKMg,Apollo,7.65,5.9
1991,10,*,N2,Apollo,3.14,3.78
1991,11,*,N2P,Apollo,4.36,2.93
1991,12,*,N2PK,Apollo,2.85,1.68
1991,13,*,N2PK,Apollo,5.42,4.38
1991,14,*,N2PKMg*,Apollo,5.77,3.98
1991,15,*,N5PKMg,Apollo,8.66,6.78
1991,16,*,N6PKMg,Apollo,8.16,6.34
1991,17,*,N0+3 1/2[PKMg](A),Apollo,7.22,5.95
1991,18,*,N1+3 1/2[PKMg](A),Apollo,7.28,6.46
1991,19,*,(C),Apollo,2.02,1.52
1991,20,*,N2KMg,Apollo,3.23,3.44
1992,2.1,*,FYM N2,Apollo,8.52,7.01
1992,2.2,*,FYM,Apollo,7.16,3.95
1992,3,*,Nil,Apollo,1.21,0.16
1992,5,*,PKMg,Apollo,1.81,0.24
1992,6,*,N1PKMg,Apollo,4.18,1.52
1992,7,*,N2PKMg,Apollo,5.68,2.52
1992,8,*,N3PKMg,Apollo,7,3.43
1992,9,*,N4PKMg,Apollo,7.08,2.65
1992,10,*,N2,Apollo,3.39,2.06
1992,11,*,N2P,Apollo,5.02,2.13
1992,12,*,N2PK,Apollo,3.67,1.42
1992,13,*,N2PK,Apollo,5.31,2.3
1992,14,*,N2PKMg*,Apollo,5.55,2.2
1992,15,*,N5PKMg,Apollo,8.04,3.52
1992,16,*,N6PKMg,Apollo,7.59,4.07
1992,17,*,N0+3 1/2[PKMg](A),Apollo,7.52,3.41
1992,18,*,N1+3 1/2[PKMg](A),Apollo,7.34,3.1
1992,19,*,(C),Apollo,2.27,0.4
1992,20,*,N2KMg,Apollo,3.08,1.67
1993,2.1,*,FYM N2,Apollo,8.99,4.56
1993,2.2,*,FYM,Apollo,5.67,1.72
1993,3,*,Nil,Apollo,1.01,0.17
1993,5,*,PKMg,Apollo,1.15,0.25
1993,6,*,N1PKMg,Apollo,3.06,1
1993,7,*,N2PKMg,Apollo,4.8,1.83
1993,8,*,N3PKMg,Apollo,5.51,1.98
1993,9,*,N4PKMg,Apollo,5.99,2.32
1993,10,*,N2,Apollo,1.92,0.91
1993,11,*,N2P,Apollo,2.39,0.67
1993,12,*,N2PK,Apollo,2.48,0.75
1993,13,*,N2PK,Apollo,4.05,1.84
1993,14,*,N2PKMg*,Apollo,4.85,1.99
1993,15,*,N5PKMg,Apollo,6.61,2.69
1993,16,*,N6PKMg,Apollo,7.38,3
1993,17,*,N0+3 1/2[PKMg](A),Apollo,5.96,2.33
1993,18,*,N1+3 1/2[PKMg](A),Apollo,6.37,2.47
1993,19,*,(C),Apollo,1.47,0.34
1993,20,*,N2KMg,Apollo,1.8,0.84
1994,2.1,*,FYM N2,Apollo,7.22,4.58
1994,2.2,*,FYM,Apollo,5.92,3.05
1994,3,*,Nil,Apollo,0.68,0.1
1994,5,*,PKMg,Apollo,0.75,0.13
1994,6,*,N1PKMg,Apollo,2.89,1.38
1994,7,*,N2PKMg,Apollo,5.14,2.56
1994,8,*,N3PKMg,Apollo,6.32,3.47
1994,9,*,N4PKMg,Apollo,5.93,3.36
1994,10,*,N2,Apollo,2.38,1.89
1994,11,*,N2P,Apollo,3.43,2.04
1994,12,*,N2PK,Apollo,3.42,2.24
1994,13,*,N2PK,Apollo,4.7,2.74
1994,14,*,N2PKMg*,Apollo,5.22,2.45
1994,15,*,N5PKMg,Apollo,7.33,4.31
1994,16,*,N6PKMg,Apollo,7.08,4.17
1994,17,*,N0+3 1/2[PKMg](A),Apollo,6.35,3.38
1994,18,*,N1+3 1/2[PKMg](A),Apollo,5.37,2.66
1994,19,*,(C),Apollo,1.12,0.18
1994,20,*,N2KMg,Apollo,2.82,1.68
1995,2.1,*,FYM N2,Apollo,8.44,4.83
1995,2.2,*,FYM,Apollo,7.36,3.32
1995,3,*,Nil,Apollo,1.13,0.37
1995,5,*,PKMg,Apollo,1.32,0.31
1995,6,*,N1PKMg,Apollo,3.6,0.92
1995,7,*,N2PKMg,Apollo,5.25,1.93
1995,8,*,N3PKMg,Apollo,6.08,2.59
1995,9,*,N4PKMg,Apollo,6.16,2.72
1995,10,*,N2,Apollo,2.56,1.57
1995,11,*,N2P,Apollo,3.11,1.56
1995,12,*,N2PK,Apollo,3.27,1.33
1995,13,*,N2PK,Apollo,4.73,1.64
1995,14,*,N2PKMg*,Apollo,5.35,1.54
1995,15,*,N5PKMg,Apollo,6.94,2.85
1995,16,*,N6PKMg,Apollo,7.37,2.86
1995,17,*,N0+3 1/2[PKMg](A),Apollo,6.34,1.94
1995,18,*,N1+3 1/2[PKMg](A),Apollo,7.03,2.33
1995,19,*,(C),Apollo,2.4,0.27
1995,20,*,N2KMg,Apollo,3.25,1.32
1996,2.1,*,FYM N2,Hereward,8.53,6.2
1996,2.2,*,FYM,Hereward,7.45,4.66
1996,3,*,Nil,Hereward,1.93,0.68
1996,5,*,PKMg,Hereward,1.77,0.58
1996,6,*,N1PKMg,Hereward,3.66,1.27
1996,7,*,N2PKMg,Hereward,6.27,2.79
1996,8,*,N3PKMg,Hereward,7.48,3.98
1996,9,*,N4PKMg,Hereward,8.04,4.69
1996,10,*,N2,Hereward,3.8,1.41
1996,11,*,N2P,Hereward,4.02,1.32
1996,12,*,N2PK,Hereward,4.62,1.93
1996,13,*,N2PK,Hereward,5.46,2.41
1996,14,*,N2PKMg*,Hereward,5.83,2.46
1996,15,*,N5PKMg,Hereward,8.24,4.92
1996,16,*,N6PKMg,Hereward,7.97,4.95
1996,17,*,N0+3 1/2[PKMg](A),Hereward,7.73,4.18
1996,18,*,N1+3 1/2[PKMg](A),Hereward,7.23,3.58
1996,19,*,(C),Hereward,2.54,0.76
1996,20,*,N2KMg,Hereward,3.71,1.75
1997,2.1,*,FYM N2,Hereward,7.89,4.84
1997,2.2,*,FYM,Hereward,5.61,3.53
1997,3,*,Nil,Hereward,1.03,0.49
1997,5,*,PKMg,Hereward,1.01,0.69
1997,6,*,N1PKMg,Hereward,2.95,1.33
1997,7,*,N2PKMg,Hereward,5.63,2.26
1997,8,*,N3PKMg,Hereward,6.96,2.86
1997,9,*,N4PKMg,Hereward,7.12,2.72
1997,10,*,N2,Hereward,2.59,1.16
1997,11,*,N2P,Hereward,3.07,1
1997,12,*,N2PK,Hereward,3.71,1
1997,13,*,N2PK,Hereward,5.29,1.87
1997,14,*,N2PKMg*,Hereward,5.31,1.63
1997,15,*,N5PKMg,Hereward,8.47,3.22
1997,16,*,N6PKMg,Hereward,8.46,3.8
1997,17,*,N0+3 1/2[PKMg](A),Hereward,7.7,3.09
1997,18,*,N1+3 1/2[PKMg](A),Hereward,7.61,2.82
1997,19,*,(C),Hereward,1.93,0.83
1997,20,*,N2KMg,Hereward,1.87,1.08
1998,2.1,*,FYM N2,Hereward,8.84,7.5
1998,2.2,*,FYM,Hereward,5.53,3.7
1998,3,*,Nil,Hereward,1.64,1.32
1998,5,*,PKMg,Hereward,1.5,0.93
1998,6,*,N1PKMg,Hereward,3.15,2.61
1998,7,*,N2PKMg,Hereward,4.49,3.99
1998,8,*,N3PKMg,Hereward,5.61,4.4
1998,9,*,N4PKMg,Hereward,6.95,5.4
1998,10,*,N2,Hereward,3.24,2.3
1998,11,*,N2P,Hereward,4.76,3.03
1998,12,*,N2PK,Hereward,4.56,3.06
1998,13,*,N2PK,Hereward,4.02,3.12
1998,14,*,N2PKMg*,Hereward,5.25,4.38
1998,15,*,N5PKMg,Hereward,7.59,5.37
1998,16,*,N6PKMg,Hereward,8.57,6.19
1998,17,*,N0+3 1/2[PKMg](A),Hereward,6.78,5.03
1998,18,*,N1+3 1/2[PKMg](A),Hereward,6.21,4.54
1998,19,*,(C),Hereward,1.97,1.48
1998,20,*,N2KMg,Hereward,2.68,2.25
1999,2.1,*,FYM N2,Hereward,7.59,5.2
1999,2.2,*,FYM,Hereward,4.78,3.2
1999,3,*,Nil,Hereward,0.81,0.51
1999,5,*,PKMg,Hereward,1.17,1.04
1999,6,*,N1PKMg,Hereward,3.04,2.03
1999,7,*,N2PKMg,Hereward,5.19,2.69
1999,8,*,N3PKMg,Hereward,4.8,2.44
1999,9,*,N4PKMg,Hereward,7.07,3.66
1999,10,*,N2,Hereward,1.58,0.76
1999,11,*,N2P,Hereward,2.92,1.53
1999,12,*,N2PK,Hereward,2.5,1.47
1999,13,*,N2PK,Hereward,4.7,2.58
1999,14,*,N2PKMg*,Hereward,5.46,3.19
1999,15,*,N5PKMg,Hereward,7.59,3.96
1999,16,*,N6PKMg,Hereward,8.01,4.59
1999,17,*,N0+3 1/2[PKMg](A),Hereward,6.39,3.14
1999,18,*,N1+3 1/2[PKMg](A),Hereward,5.73,2.92
1999,19,*,(C),Hereward,1.45,0.69
1999,20,*,N2KMg,Hereward,1.86,1.99
2000,2.1,*,FYM N2,Hereward,8.13,5.96
2000,2.2,*,FYM,Hereward,6.56,4.93
2000,3,*,Nil,Hereward,0.87,0.8
2000,5,*,PKMg,Hereward,0.95,0.61
2000,6,*,N1PKMg,Hereward,3.12,1.91
2000,7,*,N2PKMg,Hereward,4.84,2.74
2000,8,*,N3PKMg,Hereward,5.66,3.11
2000,9,*,N4PKMg,Hereward,6.61,3.58
2000,10,*,N2,Hereward,2.26,1.75
2000,11,*,N2P,Hereward,3.28,2.2
2000,12,*,N2PK,Hereward,3.7,2.19
2000,13,*,N2PK,Hereward,4.36,2.33
2000,14,*,N2PKMg*,Hereward,4.65,2.54
2000,15,*,N5PKMg,Hereward,6.22,3.75
2000,16,*,N6PKMg,Hereward,6.99,3.94
2000,17,*,N0+3 1/2[PKMg](A),Hereward,6.42,3.46
2000,18,*,N1+3 1/2[PKMg](A),Hereward,5.67,2.66
2000,19,*,(C),Hereward,1.66,0.81
2000,20,*,N2KMg,Hereward,2.06,1.21
2001,2.1,*,FYM N2,Hereward,4.58,3.63
2001,2.2,*,FYM,Hereward,2.17,1.87
2001,3,*,Nil,Hereward,0.39,0.48
2001,5,*,(P)KMg,Hereward,0.43,0.45
2001,6,*,N1(P)KMg,Hereward,2.32,2.22
2001,7,*,N2(P)KMg,Hereward,2.86,2.33
2001,8,*,N3(P)KMg,Hereward,3.63,2.78
2001,9,*,N4(P)KMg,Hereward,4.89,2.85
2001,10,*,N4,Hereward,1.49,0.94
2001,11,*,N4PMg,Hereward,1.96,1.39
2001,12,*,N1+3+1(P)K2Mg2,Hereward,5.24,3.32
2001,13,*,N4PK,Hereward,4.27,2.86
2001,14,*,N4PK*(Mg*),Hereward,4.95,2.84
2001,15,*,N5(P)KMg,Hereward,4.95,2.8
2001,16,*,N6(P)KMg,Hereward,5.17,3.18
2001,17,*,N1+4+1PKMg,Hereward,5.39,4.11
2001,18,*,N1+2+1PKMg,Hereward,4.93,3.84
2001,19,*,N1+1+1KMg,Hereward,4.46,2.84
2001,20,*,N4KMg,Hereward,1.3,0.97
2002,2.1,*,FYM N2,Hereward,7.67,3.54
2002,2.2,*,FYM,Hereward,5.45,2.74
2002,3,*,Nil,Hereward,0.47,0.13
2002,5,*,(P)KMg,Hereward,0.41,0.11
2002,6,*,N1(P)KMg,Hereward,1.51,0.7
2002,7,*,N2(P)KMg,Hereward,2.72,1.49
2002,8,*,N3(P)KMg,Hereward,3.08,1.63
2002,9,*,N4(P)KMg,Hereward,5.73,2.31
2002,10,*,N4,Hereward,0.66,0.45
2002,11,*,N4PMg,Hereward,4.45,1.9
2002,12,*,N1+3+1(P)K2Mg2,Hereward,5.05,2.54
2002,13,*,N4PK,Hereward,5.31,2.63
2002,14,*,N4PK*(Mg*),Hereward,5.44,2.37
2002,15,*,N5(P)KMg,Hereward,4.02,2.05
2002,16,*,N6(P)KMg,Hereward,7.15,2.99
2002,17,*,N1+4+1PKMg,Hereward,6.12,3.67
2002,18,*,N1+2+1PKMg,Hereward,3.89,1.82
2002,19,*,N1+1+1KMg,Hereward,2.55,2.03
2002,20,*,N4KMg,Hereward,0.14,0.09
2003,2.1,*,FYM N2,Hereward,7.4,4.33
2003,2.2,*,FYM,Hereward,5.07,3.71
2003,3,*,Nil,Hereward,1.01,0.24
2003,5,*,(P)KMg,Hereward,1.49,0.79
2003,6,*,N1(P)KMg,Hereward,4.27,1.98
2003,7,*,N2(P)KMg,Hereward,6.64,2.92
2003,8,*,N3(P)KMg,Hereward,6.9,2.96
2003,9,*,N4(P)KMg,Hereward,6.72,2.8
